OA11CD,LSOA11CD,All Ages
E00148919,E01029231,"305"
E00148921,E01029231,"348"
E00148925,E01029231,"245"
E00148920,E01029232,"301"
E00148922,E01029232,"333"
E00148923,E01029232,"313"
E00148924,E01029232,"362"
E00148926,E01029232,"364"
E00148911,E01029233,"391"
E00148915,E01029233,"434"
E00148916,E01029233,"268"
E00148917,E01029233,"310"
E00148918,E01029233,"320"
E00148927,E01029234,"187"
E00148928,E01029234,"410"
E00148929,E01029234,"432"
E00148930,E01029234,"495"
E00148931,E01029234,"344"
E00148932,E01029234,"309"
E00148907,E01029235,"330"
E00148909,E01029235,"170"
E00148910,E01029235,"268"
E00148913,E01029235,"274"
E00148914,E01029235,"372"
E00148935,E01029236,"266"
E00148936,E01029236,"327"
E00148938,E01029236,"311"
E00148939,E01029236,"313"
E00148944,E01029236,"251"
E00148934,E01029237,"393"
E00148953,E01029237,"290"
E00148954,E01029237,"326"
E00148955,E01029237,"282"
E00148956,E01029237,"492"
E00148933,E01029238,"420"
E00148937,E01029238,"234"
E00148940,E01029238,"273"
E00148941,E01029238,"305"
E00148957,E01029238,"327"
E00148945,E01029239,"323"
E00148949,E01029239,"295"
E00148950,E01029239,"365"
E00148951,E01029239,"271"
E00148952,E01029239,"338"
E00148942,E01029240,"328"
E00148943,E01029240,"335"
E00148946,E01029240,"302"
E00148947,E01029240,"251"
E00148948,E01029240,"308"
E00148962,E01029241,"284"
E00148963,E01029241,"483"
E00148967,E01029241,"322"
E00148968,E01029241,"483"
E00148970,E01029241,"273"
E00148982,E01029241,"264"
E00148959,E01029242,"252"
E00148969,E01029242,"327"
E00148973,E01029242,"344"
E00148975,E01029242,"282"
E00148977,E01029242,"330"
E00148958,E01029243,"279"
E00148976,E01029243,"235"
E00148978,E01029243,"258"
E00148981,E01029243,"286"
E00166018,E01029243,"459"
E00148960,E01029244,"300"
E00148961,E01029244,"272"
E00148974,E01029244,"269"
E00148979,E01029244,"310"
E00148980,E01029244,"354"
E00148964,E01029245,"390"
E00148965,E01029245,"271"
E00148983,E01029245,"329"
E00148984,E01029245,"301"
E00165998,E01029245,"389"
E00165999,E01029245,"255"
E00166000,E01029245,"296"
E00148985,E01029246,"286"
E00148988,E01029246,"245"
E00148993,E01029246,"356"
E00148994,E01029246,"233"
E00149008,E01029246,"275"
E00148990,E01029247,"332"
E00148998,E01029247,"329"
E00148999,E01029247,"346"
E00149002,E01029247,"282"
E00149005,E01029247,"357"
E00148987,E01029248,"289"
E00148997,E01029248,"337"
E00149000,E01029248,"257"
E00149001,E01029248,"334"
E00149003,E01029248,"318"
E00148989,E01029249,"196"
E00148992,E01029249,"287"
E00149004,E01029249,"273"
E00149006,E01029249,"268"
E00149007,E01029249,"245"
E00148986,E01029250,"226"
E00148991,E01029250,"368"
E00148995,E01029250,"304"
E00148996,E01029250,"331"
E00149014,E01029251,"335"
E00149018,E01029251,"287"
E00149020,E01029251,"377"
E00149022,E01029251,"875"
E00149009,E01029252,"203"
E00149024,E01029252,"277"
E00149025,E01029252,"330"
E00149028,E01029252,"293"
E00149031,E01029252,"310"
E00149010,E01029253,"219"
E00149016,E01029253,"255"
E00149026,E01029253,"1,673"
E00149029,E01029253,"350"
E00149030,E01029253,"225"
E00149032,E01029253,"293"
E00149011,E01029254,"212"
E00149013,E01029254,"294"
E00149023,E01029254,"273"
E00149027,E01029254,"262"
E00149033,E01029254,"297"
E00149012,E01029255,"262"
E00149015,E01029255,"240"
E00149017,E01029255,"307"
E00149019,E01029255,"279"
E00149021,E01029255,"329"
E00149036,E01029256,"240"
E00149038,E01029256,"346"
E00149041,E01029256,"938"
E00149042,E01029256,"276"
E00149045,E01029256,"278"
E00149034,E01029257,"357"
E00149035,E01029257,"369"
E00149037,E01029257,"332"
E00149039,E01029257,"225"
E00149040,E01029257,"375"
E00149043,E01029257,"355"
E00149044,E01029257,"278"
E00149046,E01029258,"277"
E00149053,E01029258,"149"
E00149055,E01029258,"483"
E00149058,E01029258,"221"
E00149059,E01029258,"279"
E00149060,E01029258,"133"
E00149051,E01029259,"384"
E00149052,E01029259,"259"
E00149054,E01029259,"274"
E00149056,E01029259,"311"
E00149057,E01029259,"225"
E00149048,E01029260,"531"
E00149050,E01029260,"147"
E00166741,E01029260,"135"
E00166751,E01029260,"188"
E00166752,E01029260,"349"
E00166754,E01029260,"292"
E00167298,E01029260,"373"
E00167300,E01029260,"231"
E00167315,E01029260,"146"
E00149061,E01029261,"441"
E00149062,E01029261,"432"
E00149063,E01029261,"348"
E00149064,E01029261,"121"
E00149065,E01029261,"213"
E00149066,E01029261,"238"
E00149067,E01029261,"206"
E00149068,E01029261,"201"
E00149069,E01029262,"354"
E00149070,E01029262,"289"
E00149071,E01029262,"273"
E00149072,E01029262,"249"
E00149073,E01029262,"445"
E00149074,E01029262,"429"
E00149075,E01029262,"301"
E00149079,E01029263,"278"
E00149082,E01029263,"314"
E00149083,E01029263,"274"
E00149084,E01029263,"281"
E00149094,E01029263,"276"
E00149080,E01029264,"246"
E00149085,E01029264,"316"
E00149088,E01029264,"230"
E00149091,E01029264,"265"
E00149093,E01029264,"272"
E00149076,E01029265,"299"
E00149078,E01029265,"270"
E00149081,E01029265,"243"
E00149086,E01029265,"286"
E00149087,E01029265,"245"
E00149077,E01029266,"413"
E00149089,E01029266,"265"
E00149090,E01029266,"279"
E00149092,E01029266,"222"
E00149095,E01029266,"194"
E00149098,E01029267,"254"
E00149102,E01029267,"364"
E00149103,E01029267,"343"
E00149104,E01029267,"398"
E00149105,E01029267,"299"
E00149096,E01029268,"143"
E00149097,E01029268,"225"
E00149099,E01029268,"287"
E00149100,E01029268,"279"
E00149101,E01029268,"234"
E00149106,E01029268,"416"
E00149107,E01029269,"266"
E00149108,E01029269,"298"
E00149109,E01029269,"368"
E00149110,E01029269,"498"
E00149111,E01029269,"399"
E00149112,E01029269,"343"
E00149114,E01029270,"295"
E00149116,E01029270,"293"
E00149117,E01029270,"283"
E00149118,E01029270,"123"
E00149119,E01029270,"156"
E00149120,E01029270,"431"
E00149121,E01029270,"307"
E00167311,E01029270,"237"
E00149122,E01029271,"129"
E00149123,E01029271,"283"
E00149124,E01029271,"343"
E00149125,E01029271,"368"
E00149126,E01029271,"306"
E00149127,E01029271,"221"
E00149128,E01029271,"246"
E00149140,E01029273,"396"
E00149141,E01029273,"293"
E00149142,E01029273,"400"
E00149147,E01029273,"337"
E00149136,E01029274,"271"
E00149137,E01029274,"633"
E00149138,E01029274,"290"
E00149139,E01029274,"242"
E00149143,E01029274,"246"
E00149144,E01029275,"352"
E00149145,E01029275,"246"
E00149146,E01029275,"397"
E00149148,E01029275,"261"
E00149149,E01029275,"125"
E00149150,E01029276,"259"
E00149151,E01029276,"565"
E00149152,E01029276,"246"
E00149157,E01029276,"295"
E00149160,E01029276,"308"
E00149158,E01029277,"300"
E00149161,E01029277,"526"
E00149162,E01029277,"274"
E00149163,E01029277,"250"
E00149154,E01029278,"260"
E00149155,E01029278,"159"
E00149156,E01029278,"479"
E00166743,E01029278,"541"
E00149164,E01029279,"341"
E00149165,E01029279,"186"
E00149166,E01029279,"332"
E00149167,E01029279,"291"
E00149168,E01029279,"358"
E00149176,E01029280,"403"
E00149177,E01029280,"219"
E00149179,E01029280,"307"
E00149180,E01029280,"238"
E00149182,E01029280,"305"
E00149183,E01029280,"311"
E00149178,E01029281,"326"
E00149184,E01029281,"220"
E00149185,E01029281,"325"
E00149186,E01029281,"280"
E00149190,E01029281,"219"
E00149191,E01029281,"274"
E00149169,E01029282,"358"
E00149170,E01029282,"268"
E00149171,E01029282,"268"
E00149181,E01029282,"220"
E00149187,E01029282,"206"
E00149172,E01029283,"210"
E00149173,E01029283,"287"
E00149174,E01029283,"227"
E00149175,E01029283,"248"
E00149188,E01029283,"429"
E00149189,E01029283,"312"
E00149193,E01029284,"382"
E00149198,E01029284,"402"
E00149203,E01029284,"143"
E00149204,E01029284,"233"
E00166740,E01029284,"225"
E00167312,E01029284,"148"
E00167314,E01029284,"191"
E00149199,E01029285,"323"
E00149200,E01029285,"365"
E00149202,E01029285,"325"
E00149205,E01029285,"435"
E00149207,E01029285,"396"
E00167306,E01029285,"138"
E00167307,E01029285,"282"
E00167309,E01029285,"346"
E00149194,E01029286,"593"
E00149195,E01029286,"245"
E00149196,E01029286,"296"
E00149197,E01029286,"369"
E00149206,E01029286,"313"
E00149213,E01029287,"252"
E00149215,E01029287,"297"
E00149216,E01029287,"237"
E00149218,E01029287,"386"
E00149219,E01029287,"331"
E00149220,E01029288,"273"
E00149221,E01029288,"285"
E00149222,E01029288,"293"
E00149223,E01029288,"293"
E00149226,E01029288,"357"
E00149208,E01029289,"423"
E00149209,E01029289,"240"
E00149224,E01029289,"293"
E00149225,E01029289,"341"
E00149227,E01029289,"400"
E00149228,E01029289,"272"
E00149210,E01029290,"254"
E00149211,E01029290,"279"
E00149212,E01029290,"296"
E00149214,E01029290,"252"
E00149217,E01029290,"289"
E00149234,E01029291,"306"
E00149235,E01029291,"292"
E00149236,E01029291,"179"
E00149244,E01029291,"231"
E00149246,E01029291,"295"
E00149247,E01029291,"240"
E00149237,E01029292,"324"
E00149238,E01029292,"195"
E00149239,E01029292,"404"
E00149243,E01029292,"381"
E00149248,E01029292,"323"
E00149229,E01029293,"343"
E00149230,E01029293,"354"
E00149231,E01029293,"294"
E00149245,E01029293,"300"
E00149249,E01029293,"366"
E00149232,E01029294,"238"
E00149233,E01029294,"302"
E00149241,E01029294,"215"
E00149242,E01029294,"277"
E00166737,E01029294,"380"
E00166738,E01029294,"354"
E00149251,E01029295,"292"
E00149253,E01029295,"237"
E00149256,E01029295,"239"
E00149257,E01029295,"287"
E00149258,E01029295,"314"
E00149260,E01029295,"189"
E00149250,E01029296,"402"
E00149252,E01029296,"351"
E00149254,E01029296,"563"
E00149255,E01029296,"295"
E00149259,E01029296,"462"
E00149262,E01029297,"277"
E00149267,E01029297,"287"
E00149268,E01029297,"205"
E00149269,E01029297,"268"
E00149271,E01029297,"255"
E00149261,E01029298,"266"
E00149263,E01029298,"244"
E00149265,E01029298,"264"
E00149279,E01029298,"303"
E00149280,E01029298,"288"
E00149264,E01029299,"324"
E00149266,E01029299,"237"
E00149270,E01029299,"270"
E00149272,E01029299,"299"
E00149277,E01029299,"172"
E00149278,E01029299,"271"
E00149273,E01029300,"301"
E00149275,E01029300,"249"
E00149276,E01029300,"405"
E00166748,E01029300,"353"
E00167317,E01029300,"931"
E00149282,E01029301,"296"
E00149283,E01029301,"316"
E00149285,E01029301,"392"
E00149286,E01029301,"239"
E00149289,E01029301,"214"
E00149293,E01029301,"272"
E00149294,E01029301,"231"
E00149298,E01029301,"232"
E00149287,E01029302,"326"
E00149288,E01029302,"330"
E00149290,E01029302,"295"
E00149291,E01029302,"307"
E00149292,E01029302,"299"
E00149295,E01029302,"276"
E00149281,E01029303,"444"
E00149284,E01029303,"237"
E00149296,E01029303,"286"
E00149297,E01029303,"355"
E00149299,E01029303,"275"
E00149300,E01029303,"295"
E00149302,E01029304,"296"
E00149305,E01029304,"316"
E00149306,E01029304,"364"
E00149307,E01029304,"233"
E00149320,E01029304,"253"
E00149308,E01029305,"284"
E00149309,E01029305,"307"
E00149312,E01029305,"235"
E00149314,E01029305,"250"
E00149315,E01029305,"257"
E00149303,E01029306,"297"
E00149304,E01029306,"290"
E00149317,E01029306,"372"
E00149318,E01029306,"243"
E00149319,E01029306,"296"
E00149301,E01029307,"274"
E00149310,E01029307,"274"
E00149311,E01029307,"254"
E00149313,E01029307,"241"
E00149316,E01029307,"267"
E00149321,E01029308,"337"
E00149322,E01029308,"439"
E00149323,E01029308,"245"
E00149324,E01029308,"343"
E00149325,E01029308,"468"
E00149326,E01029308,"306"
E00149329,E01029309,"349"
E00149330,E01029309,"172"
E00149331,E01029309,"255"
E00149332,E01029309,"271"
E00149333,E01029309,"282"
E00167303,E01029309,"1,237"
E00167304,E01029309,"473"
E00149327,E01029310,"314"
E00149334,E01029310,"324"
E00149335,E01029310,"386"
E00149336,E01029310,"225"
E00149337,E01029310,"311"
E00149338,E01029310,"268"
E00149340,E01029311,"283"
E00149341,E01029311,"980"
E00149342,E01029311,"377"
E00149343,E01029311,"248"
E00149348,E01029311,"275"
E00149345,E01029312,"238"
E00149346,E01029312,"304"
E00149347,E01029312,"289"
E00149349,E01029312,"270"
E00149350,E01029312,"296"
E00149339,E01029313,"328"
E00149344,E01029313,"280"
E00149351,E01029313,"619"
E00149352,E01029313,"267"
E00149353,E01029314,"508"
E00149355,E01029314,"290"
E00149360,E01029314,"288"
E00149363,E01029314,"568"
E00149365,E01029314,"256"
E00149368,E01029314,"307"
E00149369,E01029314,"314"
E00149371,E01029314,"342"
E00149354,E01029315,"386"
E00149356,E01029315,"231"
E00149357,E01029315,"289"
E00149361,E01029315,"276"
E00149362,E01029315,"244"
E00149358,E01029316,"335"
E00149359,E01029316,"270"
E00149364,E01029316,"205"
E00149366,E01029316,"253"
E00149367,E01029316,"259"
E00149370,E01029316,"278"
E00149377,E01029317,"455"
E00149382,E01029317,"546"
E00149383,E01029317,"296"
E00149384,E01029317,"545"
E00149376,E01029318,"414"
E00149378,E01029318,"522"
E00149379,E01029318,"298"
E00149380,E01029318,"2,119"
E00149381,E01029318,"306"
E00149372,E01029319,"466"
E00149373,E01029319,"948"
E00149374,E01029319,"321"
E00149375,E01029319,"261"
E00149390,E01029320,"263"
E00149393,E01029320,"310"
E00149394,E01029320,"414"
E00149395,E01029320,"429"
E00149396,E01029320,"285"
E00149385,E01029321,"200"
E00149386,E01029321,"200"
E00149387,E01029321,"325"
E00149388,E01029321,"339"
E00149389,E01029321,"327"
E00149391,E01029321,"336"
E00149392,E01029321,"395"
E00149397,E01029321,"282"
E00149399,E01029322,"235"
E00149400,E01029322,"287"
E00149401,E01029322,"145"
E00149402,E01029322,"316"
E00166047,E01029322,"868"
E00166049,E01029322,"168"
E00149403,E01029324,"414"
E00149404,E01029324,"329"
E00149409,E01029324,"327"
E00149410,E01029324,"368"
E00149411,E01029324,"294"
E00149412,E01029325,"383"
E00149413,E01029325,"202"
E00149414,E01029325,"230"
E00149415,E01029325,"279"
E00149436,E01029325,"182"
E00149437,E01029325,"441"
E00149438,E01029325,"200"
E00149419,E01029326,"182"
E00149420,E01029326,"284"
E00149421,E01029326,"275"
E00149422,E01029326,"218"
E00149423,E01029326,"298"
E00149416,E01029327,"292"
E00149417,E01029327,"308"
E00149418,E01029327,"232"
E00149424,E01029327,"230"
E00149425,E01029327,"244"
E00149426,E01029327,"291"
E00149427,E01029327,"429"
E00149428,E01029328,"277"
E00149429,E01029328,"234"
E00149430,E01029328,"177"
E00149431,E01029328,"211"
E00149432,E01029328,"185"
E00149433,E01029328,"354"
E00149434,E01029328,"256"
E00149435,E01029328,"205"
E00149447,E01029329,"267"
E00149448,E01029329,"279"
E00149450,E01029329,"307"
E00149451,E01029329,"255"
E00149452,E01029329,"332"
E00149453,E01029329,"266"
E00149442,E01029330,"378"
E00149443,E01029330,"291"
E00149444,E01029330,"164"
E00149445,E01029330,"284"
E00149446,E01029330,"256"
E00166050,E01029330,"340"
E00171421,E01029330,"272"
E00149457,E01029331,"250"
E00149458,E01029331,"220"
E00149461,E01029331,"276"
E00149462,E01029331,"199"
E00149463,E01029331,"289"
E00149464,E01029331,"204"
E00149454,E01029333,"236"
E00149455,E01029333,"235"
E00149466,E01029333,"209"
E00149467,E01029333,"212"
E00149468,E01029333,"226"
E00149472,E01029334,"281"
E00149475,E01029334,"308"
E00149476,E01029334,"306"
E00149477,E01029334,"337"
E00149469,E01029335,"255"
E00149470,E01029335,"104"
E00149471,E01029335,"169"
E00149473,E01029335,"251"
E00149474,E01029335,"273"
E00149478,E01029336,"156"
E00149479,E01029336,"233"
E00149480,E01029336,"285"
E00149481,E01029336,"249"
E00149482,E01029336,"178"
E00149483,E01029336,"170"
E00149484,E01029336,"208"
E00149485,E01029336,"245"
E00149486,E01029336,"259"
E00149487,E01029337,"386"
E00149488,E01029337,"345"
E00149489,E01029337,"312"
E00149490,E01029337,"258"
E00149491,E01029337,"231"
E00149492,E01029337,"394"
E00149493,E01029337,"226"
E00149439,E01029338,"407"
E00149440,E01029338,"148"
E00149441,E01029338,"215"
E00149494,E01029338,"275"
E00149495,E01029338,"168"
E00149496,E01029338,"237"
E00149497,E01029338,"311"
E00149498,E01029339,"275"
E00149501,E01029339,"344"
E00149502,E01029339,"339"
E00149503,E01029339,"281"
E00149511,E01029339,"357"
E00149499,E01029341,"272"
E00149500,E01029341,"223"
E00149508,E01029341,"236"
E00149509,E01029341,"254"
E00149510,E01029341,"221"
E00149512,E01029342,"377"
E00149513,E01029342,"115"
E00149514,E01029342,"310"
E00149515,E01029342,"386"
E00149518,E01029343,"159"
E00149519,E01029343,"295"
E00149521,E01029343,"233"
E00149522,E01029343,"287"
E00149524,E01029343,"381"
E00149525,E01029343,"209"
E00162382,E01031841,"269"
E00162383,E01031841,"360"
E00162384,E01031841,"293"
E00162385,E01031841,"273"
E00162386,E01031841,"253"
E00162387,E01031841,"179"
E00162388,E01031841,"223"
E00162389,E01031842,"270"
E00162390,E01031842,"304"
E00162391,E01031842,"177"
E00162392,E01031842,"396"
E00162393,E01031842,"111"
E00162394,E01031842,"415"
E00162395,E01031842,"149"
E00162396,E01031843,"168"
E00162397,E01031843,"329"
E00162398,E01031843,"266"
E00162399,E01031843,"171"
E00162400,E01031843,"376"
E00162401,E01031843,"285"
E00162402,E01031843,"276"
E00162403,E01031844,"383"
E00162404,E01031844,"222"
E00162405,E01031844,"684"
E00162406,E01031844,"1,033"
E00162407,E01031844,"355"
E00162408,E01031844,"169"
E00162410,E01031845,"404"
E00162413,E01031845,"221"
E00162414,E01031845,"303"
E00162415,E01031845,"353"
E00162416,E01031845,"306"
E00162409,E01031846,"390"
E00162411,E01031846,"299"
E00162412,E01031846,"188"
E00162417,E01031846,"229"
E00162418,E01031846,"139"
E00162419,E01031846,"315"
E00162420,E01031847,"334"
E00162421,E01031847,"353"
E00162422,E01031847,"305"
E00162423,E01031847,"257"
E00162424,E01031847,"425"
E00162425,E01031847,"270"
E00162427,E01031848,"174"
E00162428,E01031848,"188"
E00162429,E01031848,"210"
E00162430,E01031848,"169"
E00162431,E01031848,"324"
E00162432,E01031848,"280"
E00166371,E01031848,"258"
E00166460,E01031848,"553"
E00162433,E01031849,"385"
E00162434,E01031849,"296"
E00162435,E01031849,"276"
E00162436,E01031849,"499"
E00162437,E01031849,"210"
E00162440,E01031850,"368"
E00162441,E01031850,"195"
E00162444,E01031850,"289"
E00162445,E01031850,"392"
E00162446,E01031850,"237"
E00166372,E01031850,"224"
E00166373,E01031850,"229"
E00162447,E01031851,"307"
E00162448,E01031851,"333"
E00162449,E01031851,"261"
E00162450,E01031851,"308"
E00162453,E01031851,"282"
E00162439,E01031852,"407"
E00162442,E01031852,"383"
E00162443,E01031852,"252"
E00162451,E01031852,"280"
E00162452,E01031852,"288"
E00162454,E01031852,"306"
E00162456,E01031853,"373"
E00162458,E01031853,"225"
E00162460,E01031853,"294"
E00162461,E01031853,"335"
E00162462,E01031853,"247"
E00162455,E01031854,"340"
E00162457,E01031854,"277"
E00162459,E01031854,"166"
E00162463,E01031854,"217"
E00162464,E01031854,"298"
E00162465,E01031854,"252"
E00162466,E01031854,"195"
E00162471,E01031855,"252"
E00162474,E01031855,"252"
E00162475,E01031855,"324"
E00162476,E01031855,"264"
E00162477,E01031855,"338"
E00162467,E01031856,"174"
E00162468,E01031856,"251"
E00162469,E01031856,"234"
E00162470,E01031856,"360"
E00162472,E01031856,"262"
E00162473,E01031856,"282"
E00162478,E01031857,"380"
E00162479,E01031857,"303"
E00162480,E01031857,"398"
E00162486,E01031857,"188"
E00162487,E01031857,"229"
E00162481,E01031858,"252"
E00162482,E01031858,"388"
E00162483,E01031858,"330"
E00162484,E01031858,"343"
E00166392,E01031858,"519"
E00166396,E01031858,"223"
E00162488,E01031859,"347"
E00162489,E01031859,"273"
E00162495,E01031859,"291"
E00162496,E01031859,"348"
E00162497,E01031859,"299"
E00162490,E01031860,"333"
E00162491,E01031860,"329"
E00162492,E01031860,"268"
E00162493,E01031860,"282"
E00162494,E01031860,"195"
E00162498,E01031861,"288"
E00162500,E01031861,"318"
E00162504,E01031861,"332"
E00162507,E01031861,"698"
E00162508,E01031861,"312"
E00162509,E01031861,"310"
E00162510,E01031861,"414"
E00162499,E01031862,"281"
E00162501,E01031862,"203"
E00162502,E01031862,"225"
E00162503,E01031862,"270"
E00162505,E01031862,"265"
E00162506,E01031862,"178"
E00162511,E01031863,"296"
E00162513,E01031863,"215"
E00162514,E01031863,"242"
E00162515,E01031863,"275"
E00162512,E01031864,"358"
E00162516,E01031864,"283"
E00162517,E01031864,"315"
E00162521,E01031864,"292"
E00162518,E01031865,"203"
E00162520,E01031865,"299"
E00162522,E01031865,"517"
E00166380,E01031865,"199"
E00166381,E01031865,"1,005"
E00162523,E01031866,"246"
E00162524,E01031866,"304"
E00162525,E01031866,"254"
E00162526,E01031866,"249"
E00162527,E01031866,"271"
E00162528,E01031866,"217"
E00162529,E01031867,"260"
E00162530,E01031867,"220"
E00162531,E01031867,"326"
E00162532,E01031867,"298"
E00162533,E01031867,"246"
E00162534,E01031867,"241"
E00162535,E01031867,"281"
E00162536,E01031868,"162"
E00162537,E01031868,"475"
E00162538,E01031868,"359"
E00162539,E01031868,"513"
E00162540,E01031868,"183"
E00162543,E01031869,"243"
E00162547,E01031869,"526"
E00162548,E01031869,"295"
E00162550,E01031869,"247"
E00162551,E01031869,"248"
E00162552,E01031869,"306"
E00162541,E01031870,"253"
E00162542,E01031870,"437"
E00162544,E01031870,"311"
E00162545,E01031870,"373"
E00162546,E01031870,"271"
E00162549,E01031870,"287"
E00162553,E01031871,"223"
E00162554,E01031871,"182"
E00162555,E01031871,"330"
E00162556,E01031871,"309"
E00162557,E01031871,"265"
E00162558,E01031871,"294"
E00162559,E01031872,"340"
E00162560,E01031872,"345"
E00162561,E01031872,"361"
E00162562,E01031872,"312"
E00162563,E01031872,"232"
E00162564,E01031873,"336"
E00162565,E01031873,"383"
E00162566,E01031873,"350"
E00162567,E01031873,"381"
E00162571,E01031873,"475"
E00162568,E01031874,"315"
E00162569,E01031874,"366"
E00162570,E01031874,"266"
E00162572,E01031874,"290"
E00162573,E01031874,"297"
E00162582,E01031876,"350"
E00162583,E01031876,"292"
E00162584,E01031876,"270"
E00162585,E01031876,"262"
E00162586,E01031876,"306"
E00162587,E01031877,"383"
E00162588,E01031877,"155"
E00162589,E01031877,"386"
E00162590,E01031877,"149"
E00162591,E01031877,"237"
E00162592,E01031877,"358"
E00162593,E01031877,"209"
E00162595,E01031878,"525"
E00162596,E01031878,"347"
E00162602,E01031878,"439"
E00166424,E01031878,"1,072"
E00166425,E01031878,"190"
E00166432,E01031878,"515"
E00166458,E01031878,"895"
E00162605,E01031879,"420"
E00162607,E01031879,"445"
E00162610,E01031879,"380"
E00166422,E01031879,"386"
E00166423,E01031879,"1,072"
E00162600,E01031880,"584"
E00162603,E01031880,"398"
E00166426,E01031880,"1,440"
E00166427,E01031880,"380"
E00166428,E01031880,"1,030"
E00166429,E01031880,"913"
E00166433,E01031880,"351"
E00162614,E01031882,"150"
E00162615,E01031882,"402"
E00162616,E01031882,"161"
E00162617,E01031882,"428"
E00162618,E01031882,"288"
E00162619,E01031882,"238"
E00162620,E01031882,"230"
E00162621,E01031882,"110"
E00162622,E01031883,"312"
E00162623,E01031883,"258"
E00162624,E01031883,"178"
E00162625,E01031883,"250"
E00162626,E01031883,"340"
E00162627,E01031883,"186"
E00162628,E01031883,"380"
E00162629,E01031884,"270"
E00162630,E01031884,"343"
E00162631,E01031884,"290"
E00162632,E01031884,"341"
E00162633,E01031884,"167"
E00162634,E01031884,"195"
E00162639,E01031885,"341"
E00162640,E01031885,"417"
E00162641,E01031885,"353"
E00162647,E01031885,"193"
E00162648,E01031885,"333"
E00162643,E01031886,"390"
E00162644,E01031886,"347"
E00162645,E01031886,"256"
E00162646,E01031886,"487"
E00162635,E01031887,"350"
E00162636,E01031887,"322"
E00162637,E01031887,"321"
E00162638,E01031887,"325"
E00162642,E01031887,"386"
E00162649,E01031888,"260"
E00162650,E01031888,"262"
E00162652,E01031888,"279"
E00162653,E01031888,"271"
E00162660,E01031888,"286"
E00162654,E01031889,"264"
E00162655,E01031889,"317"
E00162661,E01031889,"285"
E00166353,E01031889,"295"
E00166354,E01031889,"257"
E00166447,E01031889,"674"
E00162651,E01031890,"332"
E00162656,E01031890,"285"
E00162657,E01031890,"285"
E00162658,E01031890,"378"
E00162659,E01031890,"356"
E00162663,E01031891,"111"
E00162664,E01031891,"294"
E00162665,E01031891,"184"
E00162666,E01031891,"331"
E00162667,E01031891,"244"
E00162668,E01031891,"230"
E00162669,E01031891,"194"
E00162670,E01031891,"350"
E00162671,E01031891,"578"
E00162678,E01031892,"279"
E00162679,E01031892,"447"
E00162680,E01031892,"144"
E00162681,E01031892,"154"
E00162685,E01031892,"355"
E00162672,E01031893,"372"
E00162673,E01031893,"401"
E00162674,E01031893,"183"
E00162675,E01031893,"274"
E00162677,E01031893,"280"
E00162676,E01031894,"403"
E00162682,E01031894,"302"
E00162683,E01031894,"533"
E00162684,E01031894,"277"
E00162686,E01031895,"381"
E00162687,E01031895,"1,144"
E00162688,E01031895,"425"
E00162689,E01031895,"379"
E00162690,E01031896,"255"
E00162691,E01031896,"512"
E00162692,E01031896,"364"
E00162693,E01031896,"315"
E00162694,E01031897,"273"
E00162695,E01031897,"279"
E00162696,E01031897,"338"
E00162697,E01031897,"169"
E00166361,E01031897,"356"
E00166368,E01031897,"304"
E00166369,E01031897,"285"
E00162699,E01031898,"602"
E00162701,E01031898,"203"
E00162704,E01031898,"440"
E00162705,E01031898,"469"
E00162707,E01031900,"610"
E00162708,E01031900,"334"
E00162709,E01031900,"297"
E00162710,E01031900,"272"
E00162711,E01031900,"207"
E00162712,E01031900,"256"
E00162713,E01031900,"223"
E00162714,E01031900,"220"
E00162716,E01031901,"271"
E00162717,E01031901,"240"
E00162718,E01031901,"373"
E00162719,E01031901,"312"
E00162723,E01031901,"239"
E00162715,E01031902,"208"
E00162720,E01031902,"629"
E00162721,E01031902,"308"
E00162722,E01031902,"492"
E00162724,E01031903,"293"
E00162725,E01031903,"259"
E00162726,E01031903,"239"
E00162727,E01031903,"461"
E00162728,E01031903,"307"
E00162729,E01031903,"316"
E00162730,E01031903,"274"
E00162731,E01031904,"351"
E00162732,E01031904,"617"
E00162733,E01031904,"901"
E00162734,E01031904,"208"
E00162735,E01031904,"436"
E00162742,E01031905,"339"
E00162743,E01031905,"304"
E00162744,E01031905,"353"
E00162745,E01031905,"440"
E00162736,E01031906,"332"
E00162737,E01031906,"292"
E00162738,E01031906,"227"
E00162739,E01031906,"276"
E00162746,E01031906,"238"
E00162740,E01031907,"392"
E00162741,E01031907,"441"
E00162747,E01031907,"249"
E00162748,E01031907,"344"
E00162749,E01031907,"322"
E00162750,E01031907,"375"
E00162751,E01031907,"265"
E00162756,E01031908,"324"
E00162757,E01031908,"369"
E00162759,E01031908,"272"
E00166444,E01031908,"220"
E00166445,E01031908,"268"
E00166446,E01031908,"224"
E00162752,E01031909,"278"
E00162753,E01031909,"349"
E00162754,E01031909,"267"
E00162758,E01031909,"274"
E00162763,E01031910,"384"
E00162764,E01031910,"418"
E00162765,E01031910,"372"
E00162766,E01031910,"412"
E00162760,E01031911,"563"
E00162761,E01031911,"277"
E00162762,E01031911,"224"
E00162767,E01031911,"302"
E00162768,E01031912,"322"
E00162769,E01031912,"191"
E00162773,E01031912,"319"
E00166352,E01031912,"209"
E00166435,E01031912,"210"
E00166438,E01031912,"182"
E00162770,E01031913,"298"
